S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,"ADBL
",22.59,330.90,330.90,326.00,326.20,326.00,0.20,0.00,327.11,"50,565.00",329.26,"16,540,565.60",278,-3.06,4.90,-0.93,1.50,-0.28,415.00,272.30
2,"CZBIL
",31.31,207.10,210.00,206.30,207.11,207.10,0.01,0.00,207.43,"36,167.00",208.23,"7,502,119.30",149,-1.12,3.70,-0.54,1.79,-0.15,280.50,196.00
3,"EBL
",40.66,748.00,754.00,729.00,732.96,732.00,0.96,0.00,737.24,"104,700.00",747.77,"77,188,872.40",586,-14.81,25.00,-1.98,3.43,-0.58,775.00,567.00
4,"GBIME
",34.87,252.00,252.00,249.50,250.20,250.30,-0.10,0.00,250.60,"105,294.00",252.01,"26,386,814.70",352,-1.81,2.50,-0.72,1.00,-0.16,288.00,210.70
5,"HBL
",36.37,214.00,214.00,209.00,210.03,209.70,0.33,0.00,210.75,"86,346.00",213.02,"18,197,459.70",347,-2.99,5.00,-1.40,2.39,-0.34,303.00,209.00
6,"KBL
",33.97,202.90,203.90,200.00,200.69,200.70,-0.01,0.00,200.93,"223,664.00",201.85,"44,940,327.70",691,-1.16,3.90,-0.57,1.95,-0.12,257.00,192.10
7,"LSL
",32.39,236.00,239.00,232.10,233.30,233.20,0.10,0.00,234.10,"78,665.00",236.77,"18,415,526.40",219,-3.47,6.90,-1.47,2.97,-0.34,288.00,201.00
8,"MBL
",30.51,249.80,249.80,245.20,245.99,246.80,-0.81,0.00,246.17,"59,388.00",247.29,"14,619,390.80",146,-1.30,4.60,-0.53,1.88,-0.07,290.00,208.60
9,"NABIL
",34.19,520.00,520.00,513.00,513.56,513.20,0.36,0.00,514.39,"72,676.00",518.14,"37,383,957.50",577,-4.58,7.00,-0.88,1.36,-0.16,654.00,474.10
10,"NBL
",33.00,257.00,259.00,254.00,254.41,255.00,-0.59,0.00,255.28,"63,502.00",255.60,"16,210,565.70",278,-1.19,5.00,-0.47,1.97,-0.34,328.40,239.20
11,"NICA
",34.63,348.20,349.50,343.00,343.56,345.00,-1.44,0.00,345.34,"94,633.00",348.38,"32,680,795.70",497,-4.82,6.50,-1.38,1.90,-0.52,537.90,333.00
12,"NIMB
",34.52,211.00,213.50,208.90,209.05,209.20,-0.15,0.00,209.99,"133,046.00",212.08,"27,937,793.50",482,-3.03,4.60,-1.43,2.20,-0.45,283.50,201.00
13,"NMB
",36.06,245.20,252.00,245.00,249.27,250.00,-0.73,0.00,248.22,"34,120.00",249.51,"8,469,212.20",145,-0.24,7.00,-0.10,2.86,0.42,288.00,230.00
14,"PCBL
",35.02,257.00,258.80,255.00,256.29,256.80,-0.51,0.00,255.89,"44,751.00",254.71,"11,451,533.30",148,1.58,3.80,0.62,1.49,0.15,318.00,229.50
15,"PRVU
",32.81,212.86,214.90,209.00,209.37,209.90,-0.53,0.00,210.91,"195,488.00",212.86,"41,229,504.60",548,-3.49,5.90,-1.64,2.82,-0.73,279.10,194.10
16,"SANIMA
",36.49,366.00,370.00,364.00,365.39,367.90,-2.51,-0.01,366.28,"168,753.00",367.43,"61,811,394.70",379,-2.04,6.00,-0.56,1.65,-0.24,391.00,285.00
17,"SBI
",31.54,385.00,390.00,382.00,382.98,382.00,0.98,0.00,384.09,"19,702.00",385.29,"7,567,244.40",115,-2.31,8.00,-0.60,2.09,-0.29,549.00,372.20
18,"SBL
",32.32,367.00,367.00,360.00,361.87,362.40,-0.53,0.00,361.30,"54,021.00",364.44,"19,517,670.80",95,-2.57,7.00,-0.71,1.94,0.16,408.00,261.00
19,"SCB
",34.05,624.00,627.50,623.30,625.35,626.00,-0.65,0.00,625.14,"15,149.00",626.12,"9,470,269.20",131,-0.77,4.20,-0.12,0.67,0.03,779.20,597.10
