S.No,Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,52 Weeks High,52 Weeks Low
1,ADBL,26.02,320.30,321.00,317.00,317.16,317.90,-0.74,0.00,318.21,"69,424.00",321.11,"22,091,514.00",297,-3.95,4.00,-1.23,1.26,-0.33,400.00,272.30
2,CZBIL,35.09,205.20,207.00,204.10,204.53,205.00,-0.47,0.00,205.40,"50,300.00",205.98,"10,331,820.10",159,-1.45,2.90,-0.70,1.42,-0.43,265.30,196.00
3,EBL,23.95,724.00,724.00,703.90,711.56,711.00,0.56,0.00,713.75,"90,889.00",723.88,"64,872,426.30",525,-12.32,20.10,-1.70,2.86,-0.31,780.60,567.00
4,GBIME,27.25,250.00,250.00,243.00,244.98,246.00,-1.02,0.00,245.63,"130,659.00",247.56,"32,093,212.20",374,-2.58,7.00,-1.04,2.88,-0.26,278.90,210.70
5,HBL,34.69,200.00,203.00,200.00,200.55,200.60,-0.05,0.00,200.86,"116,012.00",202.38,"23,302,197.90","4,614",-1.83,3.00,-0.90,1.50,-0.15,286.00,198.00
6,KBL,31.43,197.30,198.00,194.00,194.38,194.30,0.08,0.00,195.38,"245,866.00",197.13,"48,038,029.80",770,-2.75,4.00,-1.40,2.06,-0.52,253.50,192.10
7,LSL,25.24,228.50,233.80,228.50,230.57,230.40,0.17,0.00,230.72,"73,409.00",233.15,"16,936,838.10",207,-2.58,5.30,-1.11,2.32,-0.06,274.90,201.00
8,MBL,35.94,251.90,251.90,247.00,248.37,249.00,-0.63,0.00,249.55,"133,141.00",251.23,"33,224,872.10",219,-2.86,4.90,-1.14,1.98,-0.47,290.00,208.60
9,NABIL,24.79,515.00,515.00,510.00,513.15,515.00,-1.85,0.00,511.25,"42,962.00",514.87,"21,964,392.80",422,-1.72,5.00,-0.33,0.98,0.37,619.00,474.10
10,NBL,36.04,250.00,250.00,245.00,246.21,245.50,0.71,0.00,247.00,"97,229.00",248.75,"24,015,758.80",299,-2.54,5.00,-1.02,2.04,-0.32,313.00,239.20
11,NICA,33.03,341.00,342.00,338.50,339.78,339.60,0.18,0.00,339.81,"51,679.00",341.54,"17,561,190.50",264,-1.76,3.50,-0.52,1.03,-0.01,505.00,333.00
12,NIMB,32.75,206.00,209.00,205.10,205.25,205.30,-0.05,0.00,205.92,"83,329.00",207.70,"17,158,925.40",319,-2.45,3.90,-1.18,1.90,-0.33,264.90,201.00
13,NMB,28.84,247.50,252.00,245.50,245.86,246.00,-0.14,0.00,247.18,"37,696.00",249.68,"9,317,789.50",156,-3.82,6.50,-1.53,2.65,-0.54,288.00,230.00
14,PCBL,28.28,254.90,256.00,246.10,248.64,248.90,-0.26,0.00,249.34,"57,987.00",252.21,"14,458,474.50",210,-3.57,9.90,-1.42,4.02,-0.28,305.70,229.50
15,PRVU,32.69,208.20,209.00,204.70,205.36,205.90,-0.54,0.00,206.23,"106,673.00",208.04,"21,999,495.20",399,-2.68,4.30,-1.29,2.10,-0.43,273.00,194.10
16,SANIMA,25.18,366.20,369.90,362.50,365.16,365.00,0.16,0.00,365.04,"139,554.00",369.68,"50,942,641.30",390,-4.52,7.40,-1.22,2.04,0.03,391.00,285.00
17,SBI,34.51,386.00,395.00,384.10,384.49,384.20,0.29,0.00,388.71,"35,408.00",392.44,"13,763,514.80",118,-7.95,10.90,-2.03,2.84,-1.10,549.00,372.20
18,SBL,25.67,372.00,377.90,367.80,372.25,374.00,-1.75,0.00,371.00,"132,615.00",375.01,"49,199,950.40",208,-2.76,10.10,-0.74,2.75,0.34,408.00,261.00
19,SCB,24.43,630.10,640.00,630.00,631.70,632.90,-1.20,0.00,632.06,"12,381.00",642.44,"7,825,523.90",130,-10.74,10.00,-1.67,1.59,-0.06,779.20,597.10
